,FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
951,2018-05-04,1.0861,1.0861,,,1,0.49,开放申购,开放赎回,,,,
952,2018-05-03,1.0808,1.0808,,,1,-0.50,开放申购,开放赎回,,,,
953,2018-05-02,1.0862,1.0862,,,1,1.32,开放申购,开放赎回,,,,
954,2018-04-27,1.0720,1.0720,,,1,-1.29,开放申购,开放赎回,,,,
955,2018-04-26,1.0860,1.0860,,,1,2.10,开放申购,开放赎回,,,,
956,2018-04-25,1.0637,1.0637,,,1,0.54,开放申购,开放赎回,,,,
957,2018-04-24,1.0580,1.0580,,,1,-0.82,开放申购,开放赎回,,,,
958,2018-04-23,1.0667,1.0667,,,1,0.70,开放申购,开放赎回,,,,
959,2018-04-20,1.0593,1.0593,,,1,-0.11,开放申购,开放赎回,,,,
960,2018-04-19,1.0605,1.0605,,,1,0.12,开放申购,开放赎回,,,,
961,2018-04-18,1.0592,1.0592,,,1,1.89,开放申购,开放赎回,,,,
962,2018-04-17,1.0396,1.0396,,,1,0.62,开放申购,开放赎回,,,,
963,2018-04-16,1.0332,1.0332,,,1,1.23,开放申购,开放赎回,,,,
964,2018-04-13,1.0206,1.0206,,,1,1.69,开放申购,开放赎回,,,,
965,2018-04-12,1.0036,1.0036,,,1,-0.26,开放申购,开放赎回,,,,
966,2018-04-11,1.0062,1.0062,,,1,1.26,开放申购,开放赎回,,,,
967,2018-04-10,0.9937,0.9937,,,1,3.56,开放申购,开放赎回,,,,
968,2018-04-09,0.9595,0.9595,,,1,0.47,开放申购,开放赎回,,,,
969,2018-04-04,0.9550,0.9550,,,1,-0.01,开放申购,开放赎回,,,,
970,2018-04-03,0.9551,0.9551,,,1,1.90,开放申购,开放赎回,,,,
971,2018-04-02,0.9373,0.9373,,,1,,开放申购,开放赎回,,,,
972,2018-03-29,0.9678,0.9678,,,1,2.62,开放申购,开放赎回,,,,
973,2018-03-28,0.9431,0.9431,,,1,-1.68,开放申购,开放赎回,,,,
974,2018-03-27,0.9592,0.9592,,,1,-2.04,开放申购,开放赎回,,,,
975,2018-03-26,0.9792,0.9792,,,1,1.87,开放申购,开放赎回,,,,
976,2018-03-23,0.9612,0.9612,,,1,0.07,开放申购,开放赎回,,,,
977,2018-03-22,0.9605,0.9605,,,1,-1.81,开放申购,开放赎回,,,,
978,2018-03-21,0.9782,0.9782,,,1,3.50,开放申购,开放赎回,,,,
979,2018-03-20,0.9451,0.9451,,,1,1.61,开放申购,开放赎回,,,,
980,2018-03-19,0.9301,0.9301,,,1,-2.01,开放申购,开放赎回,,,,
981,2018-03-16,0.9492,0.9492,,,1,1.63,开放申购,开放赎回,,,,
982,2018-03-15,0.9340,0.9340,,,1,-1.11,开放申购,开放赎回,,,,
983,2018-03-14,0.9445,0.9445,,,1,-0.22,开放申购,开放赎回,,,,
984,2018-03-13,0.9466,0.9466,,,1,-0.67,开放申购,开放赎回,,,,
985,2018-03-12,0.9530,0.9530,,,1,-0.64,开放申购,开放赎回,,,,
986,2018-03-09,0.9591,0.9591,,,1,2.13,开放申购,开放赎回,,,,
987,2018-03-08,0.9391,0.9391,,,1,-0.01,开放申购,开放赎回,,,,
988,2018-03-07,0.9392,0.9392,,,1,-0.62,开放申购,开放赎回,,,,
989,2018-03-06,0.9451,0.9451,,,1,-0.38,开放申购,开放赎回,,,,
990,2018-03-05,0.9487,0.9487,,,1,1.42,开放申购,开放赎回,,,,
991,2018-03-02,0.9354,0.9354,,,1,1.06,开放申购,开放赎回,,,,
992,2018-03-01,0.9256,0.9256,,,1,0.44,开放申购,开放赎回,,,,
993,2018-02-28,0.9215,0.9215,,,1,-2.35,开放申购,开放赎回,,,,
994,2018-02-27,0.9437,0.9437,,,1,-2.09,开放申购,开放赎回,,,,
995,2018-02-26,0.9638,0.9638,,,1,0.08,开放申购,开放赎回,,,,
996,2018-02-23,0.9630,0.9630,,,1,2.18,开放申购,开放赎回,,,,
997,2018-02-22,0.9425,0.9425,,,1,-1.37,开放申购,开放赎回,,,,
998,2018-02-14,0.9556,0.9556,,,1,3.53,开放申购,开放赎回,,,,
999,2018-02-13,0.9230,0.9230,,,1,-0.19,开放申购,开放赎回,,,,
1000,2018-02-12,0.9248,0.9248,,,1,2.23,开放申购,开放赎回,,,,
1001,2018-02-09,0.9046,0.9046,,,1,0.42,开放申购,开放赎回,,,,
1002,2018-02-08,0.9008,0.9008,,,1,-4.28,开放申购,开放赎回,,,,
1003,2018-02-07,0.9411,0.9411,,,1,-2.13,开放申购,开放赎回,,,,
1004,2018-02-06,0.9616,0.9616,,,1,0.93,开放申购,开放赎回,,,,
1005,2018-02-05,0.9527,0.9527,,,1,-3.02,开放申购,开放赎回,,,,
1006,2018-02-02,0.9824,0.9824,,,1,-3.70,开放申购,开放赎回,,,,
1007,2018-02-01,1.0201,1.0201,,,1,-0.07,开放申购,开放赎回,,,,
1008,2018-01-31,1.0208,1.0208,,,1,0.14,开放申购,开放赎回,,,,
1009,2018-01-30,1.0194,1.0194,,,1,-2.55,开放申购,开放赎回,,,,
1010,2018-01-29,1.0461,1.0461,,,1,-2.02,开放申购,开放赎回,,,,
1011,2018-01-26,1.0677,1.0677,,,1,0.28,开放申购,开放赎回,,,,
1012,2018-01-25,1.0647,1.0647,,,1,-1.54,开放申购,开放赎回,,,,
1013,2018-01-24,1.0814,1.0814,,,1,-0.44,开放申购,开放赎回,,,,
1014,2018-01-23,1.0862,1.0862,,,1,0.06,开放申购,开放赎回,,,,
1015,2018-01-22,1.0855,1.0855,,,1,2.04,开放申购,开放赎回,,,,
1016,2018-01-19,1.0638,1.0638,,,1,-0.51,开放申购,开放赎回,,,,
1017,2018-01-18,1.0693,1.0693,,,1,-0.60,开放申购,开放赎回,,,,
1018,2018-01-17,1.0757,1.0757,,,1,0.90,开放申购,开放赎回,,,,
1019,2018-01-16,1.0661,1.0661,,,1,,开放申购,开放赎回,,,,
1020,2018-01-12,1.0920,1.0920,,,1,0.73,限制大额申购,开放赎回,,,,
1021,2018-01-11,1.0841,1.0841,,,1,2.14,限制大额申购,开放赎回,,,,
1022,2018-01-10,1.0614,1.0614,,,1,0.13,限制大额申购,开放赎回,,,,
1023,2018-01-09,1.0600,1.0600,,,1,-0.15,限制大额申购,开放赎回,,,,
1024,2018-01-08,1.0616,1.0616,,,1,0.29,限制大额申购,开放赎回,,,,
1025,2018-01-05,1.0585,1.0585,,,1,-0.38,限制大额申购,开放赎回,,,,
1026,2018-01-04,1.0625,1.0625,,,1,0.82,限制大额申购,开放赎回,,,,
1027,2018-01-03,1.0539,1.0539,,,1,0.87,限制大额申购,开放赎回,,,,
1028,2018-01-02,1.0448,1.0448,,,1,1.18,限制大额申购,开放赎回,,,,
1029,2017-12-31,1.0325,1.0325,,,0,,限制大额申购,开放赎回,,,,
1030,2017-12-29,1.0326,1.0326,,,1,-0.81,限制大额申购,开放赎回,,,,
1031,2017-12-28,1.0410,1.0410,,,1,0.30,限制大额申购,开放赎回,,,,
1032,2017-12-27,1.0379,1.0379,,,1,-0.71,限制大额申购,开放赎回,,,,
1033,2017-12-26,1.0453,1.0453,,,1,,限制大额申购,开放赎回,,,,
1034,2017-12-22,1.0345,1.0345,,,1,0.56,限制大额申购,开放赎回,,,,
1035,2017-12-21,1.0287,1.0287,,,1,1.84,限制大额申购,开放赎回,,,,
1036,2017-12-20,1.0101,1.0101,,,1,2.20,限制大额申购,开放赎回,,,,
1037,2017-12-19,0.9884,0.9884,,,1,0.12,限制大额申购,开放赎回,,,,
1038,2017-12-18,0.9872,0.9872,,,1,1.25,限制大额申购,开放赎回,,,,
1039,2017-12-15,0.9750,0.9750,,,1,-0.29,限制大额申购,开放赎回,,,,
1040,2017-12-14,0.9778,0.9778,,,1,-0.65,限制大额申购,开放赎回,,,,
1041,2017-12-13,0.9842,0.9842,,,1,-0.22,限制大额申购,开放赎回,,,,
1042,2017-12-12,0.9864,0.9864,,,1,-0.53,限制大额申购,开放赎回,,,,
1043,2017-12-11,0.9917,0.9917,,,1,0.58,限制大额申购,开放赎回,,,,
1044,2017-12-08,0.9860,0.9860,,,1,1.49,限制大额申购,开放赎回,,,,
1045,2017-12-07,0.9715,0.9715,,,1,0.75,限制大额申购,开放赎回,,,,
1046,2017-12-06,0.9643,0.9643,,,1,-2.13,限制大额申购,开放赎回,,,,
1047,2017-12-05,0.9853,0.9853,,,1,-0.14,限制大额申购,开放赎回,,,,
1048,2017-12-04,0.9867,0.9867,,,1,-0.81,限制大额申购,开放赎回,,,,
1049,2017-12-01,0.9948,0.9948,,,1,1.04,限制大额申购,开放赎回,,,,
1050,2017-11-30,0.9846,0.9846,,,1,1.83,限制大额申购,开放赎回,,,,
1051,2017-11-29,0.9669,0.9669,,,1,0.53,限制大额申购,开放赎回,,,,
1052,2017-11-28,0.9618,0.9618,,,1,0.84,限制大额申购,开放赎回,,,,
1053,2017-11-27,0.9538,0.9538,,,1,-1.68,限制大额申购,开放赎回,,,,
1054,2017-11-24,0.9701,0.9701,,,1,,限制大额申购,开放赎回,,,,
1055,2017-11-22,0.9755,0.9755,,,1,0.36,限制大额申购,开放赎回,,,,
1056,2017-11-21,0.9720,0.9720,,,1,0.44,限制大额申购,开放赎回,,,,
1057,2017-11-20,0.9677,0.9677,,,1,-0.61,限制大额申购,开放赎回,,,,
1058,2017-11-17,0.9736,0.9736,,,1,0.89,限制大额申购,开放赎回,,,,
1059,2017-11-16,0.9650,0.9650,,,1,0.19,限制大额申购,开放赎回,,,,
1060,2017-11-15,0.9632,0.9632,,,1,-1.24,限制大额申购,开放赎回,,,,
1061,2017-11-14,0.9753,0.9753,,,1,-2.15,限制大额申购,开放赎回,,,,
1062,2017-11-13,0.9967,0.9967,,,1,-0.91,限制大额申购,开放赎回,,,,
1063,2017-11-10,1.0059,1.0059,,,1,-0.52,限制大额申购,开放赎回,,,,
1064,2017-11-09,1.0112,1.0112,,,1,0.44,限制大额申购,开放赎回,,,,
1065,2017-11-08,1.0068,1.0068,,,1,-0.74,限制大额申购,开放赎回,,,,
1066,2017-11-07,1.0143,1.0143,,,1,-0.35,限制大额申购,开放赎回,,,,
1067,2017-11-06,1.0179,1.0179,,,1,3.09,限制大额申购,开放赎回,,,,
1068,2017-11-03,0.9874,0.9874,,,1,0.85,限制大额申购,开放赎回,,,,
1069,2017-11-02,0.9791,0.9791,,,1,-0.26,限制大额申购,开放赎回,,,,
1070,2017-11-01,0.9817,0.9817,,,1,2.20,限制大额申购,开放赎回,,,,
1071,2017-10-31,0.9606,0.9606,,,1,0.69,限制大额申购,开放赎回,,,,
1072,2017-10-30,0.9540,0.9540,,,1,0.56,限制大额申购,开放赎回,,,,
1073,2017-10-27,0.9487,0.9487,,,1,2.32,限制大额申购,开放赎回,,,,
1074,2017-10-26,0.9272,0.9272,,,1,0.43,限制大额申购,开放赎回,,,,
1075,2017-10-25,0.9232,0.9232,,,1,-1.02,限制大额申购,开放赎回,,,,
1076,2017-10-24,0.9327,0.9327,,,1,0.20,限制大额申购,开放赎回,,,,
1077,2017-10-23,0.9308,0.9308,,,1,-0.97,限制大额申购,开放赎回,,,,
1078,2017-10-20,0.9399,0.9399,,,1,0.55,限制大额申购,开放赎回,,,,
1079,2017-10-19,0.9348,0.9348,,,1,-0.32,限制大额申购,开放赎回,,,,
1080,2017-10-18,0.9378,0.9378,,,1,-0.33,限制大额申购,开放赎回,,,,
1081,2017-10-17,0.9409,0.9409,,,1,0.35,限制大额申购,开放赎回,,,,
1082,2017-10-16,0.9376,0.9376,,,1,-0.12,限制大额申购,开放赎回,,,,
1083,2017-10-13,0.9387,0.9387,,,1,-0.03,限制大额申购,开放赎回,,,,
1084,2017-10-12,0.9390,0.9390,,,1,-0.40,限制大额申购,开放赎回,,,,
1085,2017-10-11,0.9428,0.9428,,,1,-0.35,限制大额申购,开放赎回,,,,
1086,2017-10-10,0.9461,0.9461,,,1,-0.56,限制大额申购,开放赎回,,,,
1087,2017-10-09,0.9514,0.9514,,,1,-0.21,限制大额申购,开放赎回,,,,
1088,2017-09-29,0.9534,0.9534,,,1,0.19,限制大额申购,开放赎回,,,,
1089,2017-09-28,0.9516,0.9516,,,1,-0.14,限制大额申购,开放赎回,,,,
1090,2017-09-27,0.9529,0.9529,,,1,0.69,限制大额申购,开放赎回,,,,
1091,2017-09-26,0.9464,0.9464,,,1,0.31,限制大额申购,开放赎回,,,,
1092,2017-09-25,0.9435,0.9435,,,1,2.13,限制大额申购,开放赎回,,,,
1093,2017-09-22,0.9238,0.9238,,,1,0.66,限制大额申购,开放赎回,,,,
1094,2017-09-21,0.9177,0.9177,,,1,0.86,限制大额申购,开放赎回,,,,
1095,2017-09-20,0.9099,0.9099,,,1,1.71,限制大额申购,开放赎回,,,,
1096,2017-09-19,0.8946,0.8946,,,1,0.49,限制大额申购,开放赎回,,,,
1097,2017-09-18,0.8902,0.8902,,,1,0.63,限制大额申购,开放赎回,,,,
1098,2017-09-15,0.8846,0.8846,,,1,0.60,限制大额申购,开放赎回,,,,
1099,2017-09-14,0.8793,0.8793,,,1,0.49,限制大额申购,开放赎回,,,,
1100,2017-09-13,0.8750,0.8750,,,1,2.30,限制大额申购,开放赎回,,,,
1101,2017-09-12,0.8553,0.8553,,,1,1.47,限制大额申购,开放赎回,,,,
1102,2017-09-11,0.8429,0.8429,,,1,0.83,限制大额申购,开放赎回,,,,
1103,2017-09-08,0.8360,0.8360,,,1,-2.02,限制大额申购,开放赎回,,,,
1104,2017-09-07,0.8532,0.8532,,,1,-0.07,限制大额申购,开放赎回,,,,
1105,2017-09-06,0.8538,0.8538,,,1,1.26,限制大额申购,开放赎回,,,,
1106,2017-09-05,0.8432,0.8432,,,1,,限制大额申购,开放赎回,,,,
1107,2017-09-01,0.8546,0.8546,,,1,1.30,限制大额申购,开放赎回,,,,
1108,2017-08-31,0.8436,0.8436,,,1,0.91,限制大额申购,开放赎回,,,,
1109,2017-08-30,0.8360,0.8360,,,1,0.20,限制大额申购,开放赎回,,,,
1110,2017-08-29,0.8343,0.8343,,,1,-0.48,限制大额申购,开放赎回,,,,
1111,2017-08-28,0.8383,0.8383,,,1,-0.75,限制大额申购,开放赎回,,,,
1112,2017-08-25,0.8446,0.8446,,,1,0.13,限制大额申购,开放赎回,,,,
1113,2017-08-24,0.8435,0.8435,,,1,0.07,限制大额申购,开放赎回,,,,
1114,2017-08-23,0.8429,0.8429,,,1,0.92,限制大额申购,开放赎回,,,,
1115,2017-08-22,0.8352,0.8352,,,1,0.70,限制大额申购,开放赎回,,,,
1116,2017-08-21,0.8294,0.8294,,,1,-0.90,限制大额申购,开放赎回,,,,
1117,2017-08-18,0.8369,0.8369,,,1,0.83,限制大额申购,开放赎回,,,,
1118,2017-08-17,0.8300,0.8300,,,1,-1.71,限制大额申购,开放赎回,,,,
1119,2017-08-16,0.8444,0.8444,,,1,-1.24,限制大额申购,开放赎回,,,,
1120,2017-08-15,0.8550,0.8550,,,1,-0.21,限制大额申购,开放赎回,,,,
1121,2017-08-14,0.8568,0.8568,,,1,-0.76,限制大额申购,开放赎回,,,,
1122,2017-08-11,0.8634,0.8634,,,1,-0.30,限制大额申购,开放赎回,,,,
1123,2017-08-10,0.8660,0.8660,,,1,-1.86,限制大额申购,开放赎回,,,,
1124,2017-08-09,0.8824,0.8824,,,1,-0.31,限制大额申购,开放赎回,,,,
1125,2017-08-08,0.8851,0.8851,,,1,0.22,限制大额申购,开放赎回,,,,
1126,2017-08-07,0.8832,0.8832,,,1,-1.44,限制大额申购,开放赎回,,,,
1127,2017-08-04,0.8961,0.8961,,,1,1.45,限制大额申购,开放赎回,,,,
1128,2017-08-03,0.8833,0.8833,,,1,-3.02,限制大额申购,开放赎回,,,,
1129,2017-08-02,0.9108,0.9108,,,1,-1.15,限制大额申购,开放赎回,,,,
1130,2017-08-01,0.9214,0.9214,,,1,-0.60,限制大额申购,开放赎回,,,,
1131,2017-07-31,0.9270,0.9270,,,1,-0.27,限制大额申购,开放赎回,,,,
1132,2017-07-28,0.9295,0.9295,,,1,-0.40,限制大额申购,开放赎回,,,,
1133,2017-07-27,0.9332,0.9332,,,1,0.92,限制大额申购,开放赎回,,,,
1134,2017-07-26,0.9247,0.9247,,,1,-0.24,限制大额申购,开放赎回,,,,
1135,2017-07-25,0.9269,0.9269,,,1,2.32,限制大额申购,开放赎回,,,,
1136,2017-07-24,0.9059,0.9059,,,1,0.09,限制大额申购,开放赎回,,,,
1137,2017-07-21,0.9051,0.9051,,,1,-0.72,限制大额申购,开放赎回,,,,
1138,2017-07-20,0.9117,0.9117,,,1,-1.11,限制大额申购,开放赎回,,,,
1139,2017-07-19,0.9219,0.9219,,,1,2.12,限制大额申购,开放赎回,,,,
1140,2017-07-18,0.9028,0.9028,,,1,-0.59,限制大额申购,开放赎回,,,,
1141,2017-07-17,0.9082,0.9082,,,1,-0.31,限制大额申购,开放赎回,,,,
1142,2017-07-14,0.9110,0.9110,,,1,0.54,限制大额申购,开放赎回,,,,
1143,2017-07-13,0.9061,0.9061,,,1,0.39,限制大额申购,开放赎回,,,,
1144,2017-07-12,0.9026,0.9026,,,1,-0.15,限制大额申购,开放赎回,,,,
1145,2017-07-11,0.9040,0.9040,,,1,0.61,限制大额申购,开放赎回,,,,
1146,2017-07-10,0.8985,0.8985,,,1,1.05,限制大额申购,开放赎回,,,,
1147,2017-07-07,0.8892,0.8892,,,1,-0.12,限制大额申购,开放赎回,,,,
1148,2017-07-06,0.8903,0.8903,,,1,-1.50,限制大额申购,开放赎回,,,,
1149,2017-07-05,0.9039,0.9039,,,1,,限制大额申购,开放赎回,,,,
1150,2017-07-03,0.9243,0.9243,,,1,1.92,开放申购,开放赎回,,,,
1151,2017-06-30,0.9069,0.9069,,,1,0.19,开放申购,开放赎回,,,,
1152,2017-06-29,0.9052,0.9052,,,1,0.73,开放申购,开放赎回,,,,
1153,2017-06-28,0.8986,0.8986,,,1,0.39,开放申购,开放赎回,,,,
1154,2017-06-27,0.8951,0.8951,,,1,0.03,开放申购,开放赎回,,,,
1155,2017-06-26,0.8948,0.8948,,,1,-0.04,开放申购,开放赎回,,,,
1156,2017-06-23,0.8952,0.8952,,,1,1.39,开放申购,开放赎回,,,,
1157,2017-06-22,0.8829,0.8829,,,1,0.10,开放申购,开放赎回,,,,
1158,2017-06-21,0.8820,0.8820,,,1,-1.65,开放申购,开放赎回,,,,
1159,2017-06-20,0.8968,0.8968,,,1,-1.05,开放申购,开放赎回,,,,
1160,2017-06-19,0.9063,0.9063,,,1,-0.25,开放申购,开放赎回,,,,
1161,2017-06-16,0.9086,0.9086,,,1,1.38,开放申购,开放赎回,,,,
1162,2017-06-15,0.8962,0.8962,,,1,-1.57,开放申购,开放赎回,,,,
1163,2017-06-14,0.9105,0.9105,,,1,-2.63,开放申购,开放赎回,,,,
1164,2017-06-13,0.9351,0.9351,,,1,1.41,开放申购,开放赎回,,,,
1165,2017-06-12,0.9221,0.9221,,,1,0.32,开放申购,开放赎回,,,,
1166,2017-06-09,0.9192,0.9192,,,1,2.89,开放申购,开放赎回,,,,
1167,2017-06-08,0.8934,0.8934,,,1,-0.22,开放申购,开放赎回,,,,
1168,2017-06-07,0.8954,0.8954,,,1,-2.56,开放申购,开放赎回,,,,
1169,2017-06-06,0.9189,0.9189,,,1,1.29,开放申购,开放赎回,,,,
1170,2017-06-05,0.9072,0.9072,,,1,-0.42,开放申购,开放赎回,,,,
1171,2017-06-02,0.9110,0.9110,,,1,-1.33,开放申购,开放赎回,,,,
1172,2017-06-01,0.9233,0.9233,,,1,-0.13,开放申购,开放赎回,,,,
1173,2017-05-31,0.9245,0.9245,,,1,-2.43,开放申购,开放赎回,,,,
1174,2017-05-26,0.9475,0.9475,,,1,0.20,开放申购,开放赎回,,,,
1175,2017-05-25,0.9456,0.9456,,,1,-2.11,开放申购,开放赎回,,,,
1176,2017-05-24,0.9660,0.9660,,,1,-0.31,开放申购,开放赎回,,,,
1177,2017-05-23,0.9690,0.9690,,,1,-0.22,开放申购,开放赎回,,,,
1178,2017-05-22,0.9711,0.9711,,,1,-0.72,开放申购,开放赎回,,,,
1179,2017-05-19,0.9781,0.9781,,,1,2.07,开放申购,开放赎回,,,,
1180,2017-05-18,0.9583,0.9583,,,1,-0.42,开放申购,开放赎回,,,,
1181,2017-05-17,0.9623,0.9623,,,1,-1.18,开放申购,开放赎回,,,,
1182,2017-05-16,0.9738,0.9738,,,1,-0.71,开放申购,开放赎回,,,,
1183,2017-05-15,0.9808,0.9808,,,1,0.35,开放申购,开放赎回,,,,
1184,2017-05-12,0.9774,0.9774,,,1,-0.17,开放申购,开放赎回,,,,
1185,2017-05-11,0.9791,0.9791,,,1,-0.37,开放申购,开放赎回,,,,
1186,2017-05-10,0.9827,0.9827,,,1,1.68,开放申购,开放赎回,,,,
1187,2017-05-09,0.9665,0.9665,,,1,-0.58,开放申购,开放赎回,,,,
1188,2017-05-08,0.9721,0.9721,,,1,0.79,开放申购,开放赎回,,,,
1189,2017-05-05,0.9645,0.9645,,,1,1.93,开放申购,开放赎回,,,,
1190,2017-05-04,0.9462,0.9462,,,1,-1.60,开放申购,开放赎回,,,,
1191,2017-05-03,0.9616,0.9616,,,1,-0.30,开放申购,开放赎回,,,,
1192,2017-05-02,0.9645,0.9645,,,1,-0.59,开放申购,开放赎回,,,,
1193,2017-04-28,0.9702,0.9702,,,1,-0.09,开放申购,开放赎回,,,,
1194,2017-04-27,0.9711,0.9711,,,1,-1.01,开放申购,开放赎回,,,,
1195,2017-04-26,0.9810,0.9810,,,1,-0.42,开放申购,开放赎回,,,,
1196,2017-04-25,0.9851,0.9851,,,1,1.11,开放申购,开放赎回,,,,
1197,2017-04-24,0.9743,0.9743,,,1,0.24,开放申购,开放赎回,,,,
1198,2017-04-21,0.9720,0.9720,,,1,0.18,开放申购,开放赎回,,,,
1199,2017-04-20,0.9703,0.9703,,,1,0.45,开放申购,开放赎回,,,,
1200,2017-04-19,0.9660,0.9660,,,1,-1.55,开放申购,开放赎回,,,,
1201,2017-04-18,0.9812,0.9812,,,1,-0.82,开放申购,开放赎回,,,,
1202,2017-04-17,0.9893,0.9893,,,1,,开放申购,开放赎回,,,,
1203,2017-04-13,0.9840,0.9840,,,1,-1.61,开放申购,开放赎回,,,,
1204,2017-04-12,1.0001,1.0001,,,1,-0.55,开放申购,开放赎回,,,,
1205,2017-04-11,1.0056,1.0056,,,1,-0.12,开放申购,开放赎回,,,,
1206,2017-04-10,1.0068,1.0068,,,1,0.82,开放申购,开放赎回,,,,
1207,2017-04-07,0.9986,0.9986,,,1,-0.21,开放申购,开放赎回,,,,
1208,2017-04-06,1.0007,1.0007,,,1,0.70,开放申购,开放赎回,,,,
1209,2017-04-05,0.9937,0.9937,,,1,-0.95,开放申购,开放赎回,,,,
1210,2017-03-31,1.0032,1.0032,,,1,0.22,开放申购,开放赎回,,,,
1211,2017-03-30,1.0010,1.0010,,,1,0.33,开放申购,开放赎回,,,,
1212,2017-03-29,0.9977,0.9977,,,1,0.32,开放申购,开放赎回,,,,
1213,2017-03-28,0.9945,0.9945,,,1,0.28,开放申购,开放赎回,,,,
1214,2017-03-27,0.9917,0.9917,,,1,-0.24,开放申购,开放赎回,,,,
1215,2017-03-24,0.9941,0.9941,,,1,-0.08,开放申购,开放赎回,,,,
1216,2017-03-23,0.9949,0.9949,,,1,-0.08,开放申购,开放赎回,,,,
1217,2017-03-22,0.9957,0.9957,,,1,-0.26,开放申购,开放赎回,,,,
1218,2017-03-21,0.9983,0.9983,,,1,0.03,开放申购,开放赎回,,,,
1219,2017-03-20,0.9980,0.9980,,,1,0.13,开放申购,开放赎回,,,,
1220,2017-03-17,0.9967,0.9967,,,1,0.02,开放申购,开放赎回,,,,
1221,2017-03-16,0.9965,0.9965,,,1,-0.34,封闭期,封闭期,,,,
1222,2017-03-15,0.9999,0.9999,,,1,,封闭期,封闭期,,,,
1223,2017-03-10,0.9997,0.9997,,,1,-0.02,封闭期,封闭期,,,,
1224,2017-03-09,0.9999,0.9999,,,1,,封闭期,封闭期,,,,
1225,2017-03-03,0.9999,0.9999,,,1,,封闭期,封闭期,,,,
1226,2017-02-28,1.0000,1.0000,,,1,,封闭期,封闭期,,,,
